"Reporting year","Provider country/institution - code","Provider country/institution - name","Provider agency","Provider project number","TOSSD ID Number","TOSSD recipient - code","TOSSD recipient - name",Region,"Project title",Description,"External link","SDG focus","SDG goal level explanation",Keywords,"Sector category - code","Sector category - name","Purpose code","Purpose name",ISICcode,"ISIC name","ISIC lvl","ISIC description letter lvl","Channel category - code","Channel category - name","Other Partners","Channel - code","Channel - name",Channel,"Modality - code","Modality - name","Financial instrument - code","Financial instrument - name","Financing arrangement - code","Financing arrangement - name","Framework of collaboration - code","Framework of collaboration - name","TOSSD pillar","TOSSD sub-pillar","Amount committed (USD thousand)","Deflated Amount committed (USD thousand)","Amount disbursed (USD thousand)","Deflated amount disbursed (USD thousand)","Reflows to the provider (USD thousand)","Deflated reflows to the provider (USD thousand)","Amount mobilised  (USD thousand)","Deflated amount mobilised  (USD thousand)","Salary cost (PPPs)",Concessionality,"Maturity (in months)","Leveraging mechanism","Origin of the funds mobilised","Source name"
2023,807,UNEP,"Other Support to UNEP POW","UNEP - VC-POW",2023000489,434,Chile,"South America","UNEP POW Voluntary Contributions","Special Trust Fund of the Minamata Convention on Mercury to enable support for capacity-building and technical assistance activities of the Secretariat in accordance with Article 14",,9;8;7;6;5;4;3;2;10;1,,,410,"General Environment Protection",41030,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,"Public administration and defence; compulsory social security",41100,,,41116,"United Nations Environment Programme","United Nations Environment Programme (UNEP)",D02,"Other technical co-operation",2100,"Direct provider spending",,,,,1,1,5.07632405,5.07632405,5.07632405,5.07632405,0,0,0,0,0,,,,,TOSSD
2023,807,UNEP,"Other Support to UNEP POW","UNEP - VC-POW",2023000489,434,Chile,"South America","UNEP POW Voluntary Contributions","Special Trust Fund of the Minamata Convention on Mercury to enable support for capacity-building and technical assistance activities of the Secretariat in accordance with Article 14",,9;8;7;6;5;4;3;2;10;1,,,410,"General Environment Protection",41081,"Environmental education/training",8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,"Public administration and defence; compulsory social security",41100,,,41116,"United Nations Environment Programme","United Nations Environment Programme (UNEP)",D02,"Other technical co-operation",2100,"Direct provider spending",,,,,1,1,5.07632405,5.07632405,5.07632405,5.07632405,0,0,0,0,0,,,,,TOSSD
2023,807,UNEP,"Other Support to UNEP POW","UNEP - VC-POW",2023000489,434,Chile,"South America","UNEP POW Voluntary Contributions","Special Trust Fund of the Minamata Convention on Mercury to enable support for capacity-building and technical assistance activities of the Secretariat in accordance with Article 14",,9;8;7;6;5;4;3;2;10;1,,,410,"General Environment Protection",41040,"Site preservation",8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,"Public administration and defence; compulsory social security",41100,,,41116,"United Nations Environment Programme","United Nations Environment Programme (UNEP)",D02,"Other technical co-operation",2100,"Direct provider spending",,,,,1,1,5.07632405,5.07632405,5.07632405,5.07632405,0,0,0,0,0,,,,,TOSSD
2023,807,UNEP,"Other Support to UNEP POW","UNEP - VC-POW",2023000489,434,Chile,"South America","UNEP POW Voluntary Contributions","Special Trust Fund of the Minamata Convention on Mercury to enable support for capacity-building and technical assistance activities of the Secretariat in accordance with Article 14",,9;8;7;6;5;4;3;2;10;1,,,410,"General Environment Protection",41082,"Environmental research",7210,"Research and experimental development on natural sciences and engineering",M,"Professional, scientific and technical activities",41100,,,41116,"United Nations Environment Programme","United Nations Environment Programme (UNEP)",D02,"Other technical co-operation",2100,"Direct provider spending",,,,,1,1,5.07632405,5.07632405,5.07632405,5.07632405,0,0,0,0,0,,,,,TOSSD
2023,358,Mexico,"Mexican Agency for International Development Cooperation",CL.MX/2021/14139,2023000355,434,Chile,"South America","Fortalecimiento de la enseñanza y el aprendizaje de las ciencias en la educación multigrado de Mèxico y Chile","Contribuir a que alumnos de 24 escuelas multigrado desarrollen la capacidad de usar los conocimientos, aplicar las habilidades y asumir actitudes inherentes al quehacer de las ciencias, mediante el desarrollo de proyectos tecnológicos, uso de materiales educativos audiovisuales informáticos, así como el intercambio de experiencias durante su formación primaria para generar estilos de vida sostenibles, de protección del medio ambiente y desarrollo frente a las necesidades propias del ser humano",,4.4,,,410,"General Environment Protection",41081,"Environmental education/training",8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,"Public administration and defence; compulsory social security",11000,,,11001,"Central Government","Agencia Mexicana de Cooperación Internacional para el Desarrollo",D011,"(for SSC providers only) In-kind technical cooperation. Experts costs",2100,"Direct provider spending",FA03,"CO-FINANCING ARRANGEMENTS INVOLVING RECIPIENT COUNTERPART FUNDS",FC01,"SOUTH-SOUTH CO-OPERATION",1,1,0,0,0,0,0,0,0,0,0,,,,,TOSSD
2023,1015,"Development Bank of Latin America","Development Bank of Latin America",,2023000097,434,Chile,"South America","Condiciones habilitantes para la implementación del Servicio de Biodiversidad y Áreas Protegidas: Elaboración de reglamentos y otros instrumentos normativos.","Condiciones habilitantes para la implementación del Servicio de Biodiversidad y Áreas Protegidas: Elaboración de reglamentos y otros instrumentos normativos.",,15,,,410,"General Environment Protection",41030,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,"Public administration and defence; compulsory social security",10000,,,10000,"Public Sector Institutions","PUBLIC SECTOR INSTITUTIONS",D02,"Other technical co-operation",110,"Standard grant",,,FC01,"SOUTH-SOUTH CO-OPERATION",1,1,100,100,0,0,0,0,0,0,0,,,,,TOSSD
2023,1015,"Development Bank of Latin America","Development Bank of Latin America",,2023000096,434,Chile,"South America","Gobernanza de la Taxonomía Verde Nacional de Chile: En la ruta hacia inversiones sostenibles","Gobernanza de la Taxonomía Verde Nacional de Chile: En la ruta hacia inversiones sostenibles",,13,,,410,"General Environment Protection",41010,"Environmental policy and administrative management",8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,"Public administration and defence; compulsory social security",10000,,,10000,"Public Sector Institutions","PUBLIC SECTOR INSTITUTIONS",D02,"Other technical co-operation",110,"Standard grant",,,FC01,"SOUTH-SOUTH CO-OPERATION",1,1,200,200,0,0,0,0,0,0,0,,,,,TOSSD
2023,1015,"Development Bank of Latin America","Development Bank of Latin America",,2023000095,434,Chile,"South America","Pabellón de Chile en COP28, apoyo al posicionamiento de la Agenda Ambiental","Pabellón de Chile en COP28, apoyo al posicionamiento de la Agenda Ambiental",,17,,#ADAPTATION|#MITIGATION,410,"General Environment Protection",41010,"Environmental policy and administrative management",8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,"Public administration and defence; compulsory social security",10000,,,10000,"Public Sector Institutions","PUBLIC SECTOR INSTITUTIONS",D02,"Other technical co-operation",110,"Standard grant",,,FC01,"SOUTH-SOUTH CO-OPERATION",1,1,100,100,0,0,0,0,0,0,0,,,,,TOSSD
2023,1016,"Green Climate Fund","Green Climate Fund",CHL-RS-012,2023000065,434,Chile,"South America","Strengthening institutional capacities and processes to enhance project development and to increase mobilization of climate finance for the implementation of Nationally Designated Contributions NDCs and the Long-Term Strategy LTS in Chile",,,13.a;13.2,,#ADAPTATION|#MITIGATION,410,"General Environment Protection",41010,"Environmental policy and administrative management",8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,"Public administration and defence; compulsory social security",46000,,,46008,"Development Bank of Latin America","Corporación Andina de Fomento (CAF)",C01,Projects,110,"Standard grant",,,,,1,1,400,400,0,0,0,0,0,0,0,,,,,TOSSD
2023,425,Argentina,"Ministry of Foreign Affairs, International Trade and Worship",6782,2023000037,434,Chile,"South America","Desarrollo de capacidades y competencias en Evaluacion Ambiental para el cumplimiento transversal de los ODS","Fortalecer la evaluación ambiental en Chile y Argentina",,,"La cooperación internacional argentina impulsa el desarrollo sostenible de otras naciones, en respuesta a las demandas a partir de las prioridades de desarrollo de cada país socio.",,410,"General Environment Protection",41010,"Environmental policy and administrative management",8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,"Public administration and defence; compulsory social security",11000,,"Dirección Nacional de Evaluación Ambiental (DNEA), Ministerio de Ambiente y Desarrollo Sostenible de la Nación",11001,"Central Government","Oficina de Evaluación Ambiental de Chile",C01,Projects,110,"Standard grant",,,FC01,"SOUTH-SOUTH CO-OPERATION",1,1,0,0,0,0,0,0,0,0,0,,,,,TOSSD
2023,811,"Global Environment Facility","GEF Trust Fund",11286,2023000022,434,Chile,"South America","Umbrella Programme to Support NBSAP Update and the 7th National Reports","Umbrella Programme to Support NBSAP Update and the 7th National Reports",,17;16;15;14,"GEF is unable to report at target level at this stage but work through the GEF contributes to the achievement of the SDGs and responds to decisions related to SDGs.",#BIODIVERSITY,410,"General Environment Protection",41010,"Environmental policy and administrative management",8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,"Public administration and defence; compulsory social security",41100,,,41114,"United Nations Development Programme",UNDP,C01,Projects,110,"Standard grant",,,,,1,1,490.5,490.5,0,0,0,0,0,0,0,,,,,TOSSD
2023,454,Peru,Others,732,2023000006,434,Chile,"South America","Plan de Trabajo para fortalecer las capacidades en restauración de bosques y paisajes forestales entre los actores nacionales, regionales y locales (DECLARACIÓN PRESIDENCIAL Y PLAN DE ACCIÓN DE SANTIAGO)","Elaborar e implementar un Plan de Trabajo para el intercambio de experiencias y tecnologías para el control transfronterizo de especies de flora y fauna silvestre incluidos en los apéndices CITES",,15.7;15.5,,,410,"General Environment Protection",41030,Biodiversity,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",O,"Public administration and defence; compulsory social security",12000,,"Servicio Nacional Forestal y de Fauna Silvestre (SERFOR) - PERU",12001,"Central Government","El Ministerio del Medio Ambiente de Chile",D01,"In-kind technical co-operation experts",2100,"Direct provider spending",,,FC01,"SOUTH-SOUTH CO-OPERATION",1,1,0,0,0,0,0,0,0,0,0,,,,,TOSSD
2023,0,"Multilateral providers",Aggregate,,0000,434,Chile,"South America","Amounts mobilised from the private sector: semi-aggregates - Multilateral","Amounts mobilised from the private sector: semi-aggregates - Multilateral",,,,,410,"General Environment Protection",,,0,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,844.63341391,844.63341391,0,,,"Simple co-financing",,CRS-TOSSD
2023,918,"EU Institutions","European Commission",JAG.85449,2023031507,434,Chile,"South America","734374 - LACEGAL - H2020-MSCA-RISE-2016","734374 - LACEGAL - LATIN AMERICAN CHINESE EUROPEAN GALAXY FORMATION NETWORK",,9.5;8.5;6;2;15;14;13;12;11,,CLIMATE|R&D,430,"Other Multisector",43082,"Research/scientific institutions",72,"Scientific research and development",M,"Professional, scientific and technical activities",51000,,,51000,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think-tank",K02,"RESEARCH AND DEVELOPMENT (R&D)",110,"Standard grant",,,,,1,1,0,0,31.931228373702,31.931228373702,0,0,0,0,0,,,,,TOSSD
